"Time","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","vetha44c48b receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","vetha44c48b transmit"
2023-04-18 14:09:55,8.70 MB/s,0 kB/s,11.6 kB/s,5.46 MB/s,0 kB/s,8.76 MB/s,5.35 MB/s,0 kB/s,10.8 kB/s,10.7 MB/s,0 kB/s,5.35 MB/s
2023-04-18 14:10:00,1.94 GB/s,0 kB/s,13.4 kB/s,1.19 GB/s,0 kB/s,1.95 GB/s,1.19 GB/s,0 kB/s,19 kB/s,1.95 GB/s,0 kB/s,1.19 GB/s
2023-04-18 14:10:05,19.4 MB/s,0 kB/s,38.4 kB/s,49.9 MB/s,0 kB/s,20.1 MB/s,49.8 MB/s,0 kB/s,30 kB/s,22.0 MB/s,0 kB/s,49.8 MB/s
2023-04-18 14:10:10,1.02 GB/s,0 kB/s,45.2 kB/s,638 MB/s,0 kB/s,1.03 GB/s,638 MB/s,0 kB/s,40.8 kB/s,1.03 GB/s,0 kB/s,638 MB/s
2023-04-18 14:10:15,129 MB/s,0 kB/s,33.6 kB/s,156 MB/s,0 kB/s,135 MB/s,156 MB/s,0 kB/s,30 kB/s,137 MB/s,0 kB/s,156 MB/s
2023-04-18 14:10:20,1.13 GB/s,0 kB/s,22.4 kB/s,728 MB/s,0 kB/s,1.14 GB/s,728 MB/s,0 kB/s,21.6 kB/s,1.14 GB/s,0 kB/s,728 MB/s
2023-04-18 14:10:25,1.07 GB/s,0 kB/s,22.8 kB/s,646 MB/s,0 kB/s,1.08 GB/s,646 MB/s,0 kB/s,21.6 kB/s,1.08 GB/s,0 kB/s,646 MB/s
2023-04-18 14:10:30,1.58 MB/s,0 kB/s,125 kB/s,975 kB/s,0 kB/s,1.60 MB/s,878 kB/s,0 kB/s,598 kB/s,3.49 MB/s,0 kB/s,878 kB/s
2023-04-18 14:10:35,962 MB/s,0 kB/s,0 kB/s,588 MB/s,0 kB/s,963 MB/s,588 MB/s,0 kB/s,0 kB/s,965 MB/s,0 kB/s,588 MB/s
2023-04-18 14:10:40,506 kB/s,0 kB/s,0 kB/s,347 kB/s,0 kB/s,517 kB/s,237 kB/s,0 kB/s,0 kB/s,2.42 MB/s,0 kB/s,237 kB/s
2023-04-18 14:10:45,957 MB/s,0 kB/s,48.8 kB/s,584 MB/s,0 kB/s,957 MB/s,584 MB/s,0 kB/s,54 kB/s,959 MB/s,0 kB/s,584 MB/s
2023-04-18 14:10:50,104 MB/s,0 kB/s,31.2 kB/s,94.2 MB/s,0 kB/s,108 MB/s,94.1 MB/s,0 kB/s,30.4 kB/s,110 MB/s,0 kB/s,94.1 MB/s
2023-04-18 14:10:55,4.70 MB/s,0 kB/s,39.2 kB/s,2.98 MB/s,0 kB/s,4.73 MB/s,2.88 MB/s,0 kB/s,39.2 kB/s,6.63 MB/s,0 kB/s,2.88 MB/s
2023-04-18 14:11:00,5.35 MB/s,0 kB/s,90 kB/s,3.32 MB/s,0 kB/s,5.38 MB/s,3.21 MB/s,0 kB/s,89.2 kB/s,7.29 MB/s,0 kB/s,3.21 MB/s
2023-04-18 14:11:05,2.04 MB/s,0 kB/s,34.8 kB/s,1.32 MB/s,0 kB/s,2.06 MB/s,1.21 MB/s,0 kB/s,30 kB/s,3.96 MB/s,0 kB/s,1.21 MB/s
2023-04-18 14:11:10,415 kB/s,0 kB/s,78.8 kB/s,193 kB/s,0 kB/s,418 kB/s,83.4 kB/s,0 kB/s,62.4 kB/s,2.32 MB/s,0 kB/s,83.4 kB/s
2023-04-18 14:11:15,1.02 GB/s,0 kB/s,162 kB/s,622 MB/s,0 kB/s,1.02 GB/s,622 MB/s,0 kB/s,158 kB/s,1.02 GB/s,0 kB/s,622 MB/s
2023-04-18 14:11:20,1.06 GB/s,0 kB/s,129 kB/s,648 MB/s,0 kB/s,1.06 GB/s,648 MB/s,0 kB/s,128 kB/s,1.06 GB/s,0 kB/s,648 MB/s
2023-04-18 14:11:25,60.3 MB/s,0 kB/s,39.2 kB/s,93.5 MB/s,0 kB/s,63.2 MB/s,93.4 MB/s,0 kB/s,39.2 kB/s,65.1 MB/s,0 kB/s,93.4 MB/s
2023-04-18 14:11:30,97.5 MB/s,0 kB/s,0 kB/s,49.2 MB/s,0 kB/s,99.8 MB/s,49.1 MB/s,0 kB/s,0 kB/s,102 MB/s,0 kB/s,49.1 MB/s
2023-04-18 14:11:35,432 kB/s,0 kB/s,0 kB/s,206 kB/s,0 kB/s,440 kB/s,105 kB/s,0 kB/s,0 kB/s,2.34 MB/s,0 kB/s,105 kB/s
2023-04-18 14:11:40,41.9 MB/s,0 kB/s,0 kB/s,38.4 MB/s,0 kB/s,43.3 MB/s,38.3 MB/s,0 kB/s,0 kB/s,45.2 MB/s,0 kB/s,38.3 MB/s
2023-04-18 14:11:45,3.24 MB/s,0 kB/s,0 kB/s,1.99 MB/s,0 kB/s,3.27 MB/s,1.88 MB/s,0 kB/s,0 kB/s,5.17 MB/s,0 kB/s,1.88 MB/s
2023-04-18 14:11:50,4.35 MB/s,0 kB/s,0 kB/s,2.69 MB/s,0 kB/s,4.38 MB/s,2.58 MB/s,0 kB/s,0 kB/s,6.30 MB/s,0 kB/s,2.58 MB/s
2023-04-18 14:11:55,16.9 MB/s,0 kB/s,11.2 kB/s,43.0 MB/s,0 kB/s,17.7 MB/s,42.9 MB/s,0 kB/s,10.8 kB/s,19.6 MB/s,0 kB/s,42.9 MB/s
2023-04-18 14:12:00,110 MB/s,0 kB/s,23.2 kB/s,73.6 MB/s,0 kB/s,113 MB/s,73.5 MB/s,0 kB/s,8.40 kB/s,115 MB/s,0 kB/s,73.5 MB/s
2023-04-18 14:12:05,5.27 MB/s,0 kB/s,22.4 kB/s,3.33 MB/s,0 kB/s,5.31 MB/s,3.22 MB/s,0 kB/s,21.6 kB/s,7.21 MB/s,0 kB/s,3.22 MB/s
2023-04-18 14:12:10,923 MB/s,0 kB/s,33.6 kB/s,565 MB/s,0 kB/s,924 MB/s,564 MB/s,0 kB/s,30 kB/s,926 MB/s,0 kB/s,564 MB/s
2023-04-18 14:12:15,890 MB/s,0 kB/s,33.6 kB/s,545 MB/s,0 kB/s,890 MB/s,545 MB/s,0 kB/s,30 kB/s,892 MB/s,0 kB/s,545 MB/s
2023-04-18 14:12:20,2.43 MB/s,0 kB/s,0 kB/s,1.55 MB/s,0 kB/s,2.46 MB/s,1.45 MB/s,0 kB/s,0 kB/s,4.35 MB/s,0 kB/s,1.45 MB/s
2023-04-18 14:12:25,415 kB/s,0 kB/s,0 kB/s,193 kB/s,0 kB/s,417 kB/s,83.4 kB/s,0 kB/s,0 kB/s,2.32 MB/s,0 kB/s,83.4 kB/s
2023-04-18 14:12:30,71.0 MB/s,0 kB/s,124 kB/s,66.0 MB/s,0 kB/s,73.4 MB/s,65.9 MB/s,0 kB/s,588 kB/s,75.3 MB/s,0 kB/s,65.9 MB/s
2023-04-18 14:12:35,1.11 GB/s,0 kB/s,11.2 kB/s,677 MB/s,0 kB/s,1.11 GB/s,677 MB/s,0 kB/s,10.8 kB/s,1.11 GB/s,0 kB/s,677 MB/s
2023-04-18 14:12:40,5.23 MB/s,0 kB/s,22.8 kB/s,3.25 MB/s,0 kB/s,5.26 MB/s,3.14 MB/s,0 kB/s,21.6 kB/s,7.17 MB/s,0 kB/s,3.14 MB/s
2023-04-18 14:12:45,24.9 MB/s,0 kB/s,0 kB/s,33.8 MB/s,0 kB/s,26.1 MB/s,33.7 MB/s,0 kB/s,0 kB/s,28.0 MB/s,0 kB/s,33.7 MB/s
2023-04-18 14:12:50,15.7 MB/s,0 kB/s,0 kB/s,2.86 MB/s,0 kB/s,15.8 MB/s,2.75 MB/s,0 kB/s,0 kB/s,17.7 MB/s,0 kB/s,2.75 MB/s
2023-04-18 14:12:55,1.40 MB/s,0 kB/s,0 kB/s,873 kB/s,0 kB/s,1.42 MB/s,763 kB/s,0 kB/s,0 kB/s,3.33 MB/s,0 kB/s,763 kB/s
2023-04-18 14:13:00,982 MB/s,0 kB/s,23.2 kB/s,600 MB/s,0 kB/s,983 MB/s,600 MB/s,0 kB/s,21.6 kB/s,984 MB/s,0 kB/s,600 MB/s
2023-04-18 14:13:05,968 MB/s,0 kB/s,12 kB/s,592 MB/s,0 kB/s,969 MB/s,592 MB/s,0 kB/s,8.40 kB/s,971 MB/s,0 kB/s,592 MB/s
2023-04-18 14:13:10,30.5 MB/s,0 kB/s,33.6 kB/s,65.9 MB/s,0 kB/s,32.0 MB/s,65.8 MB/s,0 kB/s,30 kB/s,33.9 MB/s,0 kB/s,65.8 MB/s
2023-04-18 14:13:15,138 MB/s,0 kB/s,56.4 kB/s,89.1 MB/s,0 kB/s,142 MB/s,89.0 MB/s,0 kB/s,51.6 kB/s,144 MB/s,0 kB/s,89.0 MB/s
2023-04-18 14:13:20,168 MB/s,0 kB/s,22.4 kB/s,152 MB/s,0 kB/s,174 MB/s,152 MB/s,0 kB/s,10.8 kB/s,176 MB/s,0 kB/s,152 MB/s
2023-04-18 14:13:25,1.08 GB/s,0 kB/s,0 kB/s,685 MB/s,0 kB/s,1.08 GB/s,685 MB/s,0 kB/s,0 kB/s,1.09 GB/s,0 kB/s,685 MB/s
2023-04-18 14:13:30,2.18 GB/s,0 kB/s,0 kB/s,1.39 GB/s,0 kB/s,2.19 GB/s,1.39 GB/s,0 kB/s,0 kB/s,2.19 GB/s,0 kB/s,1.39 GB/s
2023-04-18 14:13:35,2.05 GB/s,0 kB/s,0 kB/s,1.37 GB/s,0 kB/s,2.06 GB/s,1.37 GB/s,0 kB/s,0 kB/s,2.06 GB/s,0 kB/s,1.37 GB/s
2023-04-18 14:13:40,1.38 GB/s,0 kB/s,0 kB/s,964 MB/s,0 kB/s,1.39 GB/s,964 MB/s,0 kB/s,0 kB/s,1.40 GB/s,0 kB/s,964 MB/s
2023-04-18 14:13:45,2.86 GB/s,0 kB/s,11.6 kB/s,1.75 GB/s,0 kB/s,2.87 GB/s,1.75 GB/s,0 kB/s,10.8 kB/s,2.87 GB/s,0 kB/s,1.75 GB/s
2023-04-18 14:13:50,140 MB/s,0 kB/s,23.2 kB/s,126 MB/s,0 kB/s,144 MB/s,125 MB/s,0 kB/s,19.2 kB/s,146 MB/s,0 kB/s,125 MB/s
2023-04-18 14:13:55,2.22 GB/s,0 kB/s,0 kB/s,1.49 GB/s,0 kB/s,2.23 GB/s,1.49 GB/s,0 kB/s,0 kB/s,2.23 GB/s,0 kB/s,1.49 GB/s
2023-04-18 14:14:00,1.19 GB/s,0 kB/s,0 kB/s,789 MB/s,0 kB/s,1.21 GB/s,789 MB/s,0 kB/s,0 kB/s,1.21 GB/s,0 kB/s,789 MB/s
2023-04-18 14:14:05,1.15 GB/s,0 kB/s,11.2 kB/s,757 MB/s,0 kB/s,1.16 GB/s,757 MB/s,0 kB/s,10.8 kB/s,1.16 GB/s,0 kB/s,757 MB/s
2023-04-18 14:14:10,1.26 GB/s,0 kB/s,33.6 kB/s,813 MB/s,0 kB/s,1.27 GB/s,813 MB/s,0 kB/s,30 kB/s,1.27 GB/s,0 kB/s,813 MB/s
2023-04-18 14:14:15,1.72 GB/s,0 kB/s,33.6 kB/s,1.31 GB/s,0 kB/s,1.73 GB/s,1.31 GB/s,0 kB/s,30 kB/s,1.73 GB/s,0 kB/s,1.31 GB/s
2023-04-18 14:14:20,4.22 GB/s,0 kB/s,0 kB/s,2.36 GB/s,0 kB/s,4.22 GB/s,2.36 GB/s,0 kB/s,0 kB/s,4.22 GB/s,0 kB/s,2.36 GB/s
2023-04-18 14:14:25,1.29 GB/s,0 kB/s,22.4 kB/s,1.39 GB/s,0 kB/s,1.29 GB/s,1.39 GB/s,0 kB/s,10.8 kB/s,1.30 GB/s,0 kB/s,1.39 GB/s
2023-04-18 14:14:30,2.26 GB/s,0 kB/s,135 kB/s,914 MB/s,0 kB/s,2.27 GB/s,914 MB/s,0 kB/s,596 kB/s,2.27 GB/s,0 kB/s,914 MB/s
2023-04-18 14:14:35,2.16 GB/s,0 kB/s,0 kB/s,1.35 GB/s,0 kB/s,2.17 GB/s,1.35 GB/s,0 kB/s,0 kB/s,2.17 GB/s,0 kB/s,1.35 GB/s
2023-04-18 14:14:40,903 MB/s,0 kB/s,23.6 kB/s,568 MB/s,0 kB/s,906 MB/s,568 MB/s,0 kB/s,25.2 kB/s,907 MB/s,0 kB/s,568 MB/s
2023-04-18 14:14:45,3.45 GB/s,0 kB/s,0 kB/s,2.45 GB/s,0 kB/s,3.46 GB/s,2.45 GB/s,0 kB/s,0 kB/s,3.46 GB/s,0 kB/s,2.45 GB/s
2023-04-18 14:14:50,3.53 GB/s,0 kB/s,0 kB/s,1.86 GB/s,0 kB/s,3.53 GB/s,1.86 GB/s,0 kB/s,0 kB/s,3.53 GB/s,0 kB/s,1.86 GB/s
2023-04-18 14:14:55,445 MB/s,0 kB/s,11.2 kB/s,712 MB/s,0 kB/s,449 MB/s,712 MB/s,0 kB/s,10.8 kB/s,451 MB/s,0 kB/s,712 MB/s
2023-04-18 14:15:00,2.55 GB/s,0 kB/s,22.8 kB/s,1.21 GB/s,0 kB/s,2.55 GB/s,1.21 GB/s,0 kB/s,21.6 kB/s,2.56 GB/s,0 kB/s,1.21 GB/s
2023-04-18 14:15:05,1.20 GB/s,0 kB/s,0 kB/s,742 MB/s,0 kB/s,1.21 GB/s,742 MB/s,0 kB/s,0 kB/s,1.21 GB/s,0 kB/s,742 MB/s
2023-04-18 14:15:10,993 MB/s,0 kB/s,67.2 kB/s,614 MB/s,0 kB/s,994 MB/s,614 MB/s,0 kB/s,60 kB/s,996 MB/s,0 kB/s,614 MB/s
2023-04-18 14:15:15,914 MB/s,0 kB/s,45.6 kB/s,576 MB/s,0 kB/s,916 MB/s,576 MB/s,0 kB/s,38.4 kB/s,918 MB/s,0 kB/s,576 MB/s
2023-04-18 14:15:20,1.27 GB/s,0 kB/s,0 kB/s,830 MB/s,0 kB/s,1.27 GB/s,830 MB/s,0 kB/s,0 kB/s,1.27 GB/s,0 kB/s,830 MB/s
2023-04-18 14:15:25,2.07 GB/s,0 kB/s,22.4 kB/s,1.33 GB/s,0 kB/s,2.07 GB/s,1.33 GB/s,0 kB/s,10.8 kB/s,2.08 GB/s,0 kB/s,1.33 GB/s
2023-04-18 14:15:30,317 MB/s,0 kB/s,14.2 kB/s,312 MB/s,0 kB/s,328 MB/s,312 MB/s,0 kB/s,19.8 kB/s,330 MB/s,0 kB/s,312 MB/s
2023-04-18 14:15:35,2.25 GB/s,0 kB/s,22.4 kB/s,1.91 GB/s,0 kB/s,2.25 GB/s,1.91 GB/s,0 kB/s,10.8 kB/s,2.25 GB/s,0 kB/s,1.91 GB/s
2023-04-18 14:15:40,3.12 GB/s,0 kB/s,58.8 kB/s,1.38 GB/s,0 kB/s,3.13 GB/s,1.38 GB/s,0 kB/s,58.8 kB/s,3.13 GB/s,0 kB/s,1.38 GB/s
2023-04-18 14:15:45,239 MB/s,0 kB/s,118 kB/s,246 MB/s,0 kB/s,247 MB/s,246 MB/s,0 kB/s,118 kB/s,249 MB/s,0 kB/s,246 MB/s
2023-04-18 14:15:50,1.22 GB/s,0 kB/s,82 kB/s,763 MB/s,0 kB/s,1.23 GB/s,762 MB/s,0 kB/s,69.6 kB/s,1.23 GB/s,0 kB/s,762 MB/s
2023-04-18 14:15:55,4.05 GB/s,0 kB/s,62.8 kB/s,3.10 GB/s,0 kB/s,4.06 GB/s,3.10 GB/s,0 kB/s,58.4 kB/s,4.06 GB/s,0 kB/s,3.10 GB/s
2023-04-18 14:16:00,3.08 GB/s,0 kB/s,78.4 kB/s,1.28 GB/s,0 kB/s,3.08 GB/s,1.28 GB/s,0 kB/s,78.4 kB/s,3.08 GB/s,0 kB/s,1.28 GB/s
2023-04-18 14:16:05,2.15 GB/s,0 kB/s,0 kB/s,1.36 GB/s,0 kB/s,2.15 GB/s,1.36 GB/s,0 kB/s,0 kB/s,2.16 GB/s,0 kB/s,1.36 GB/s
2023-04-18 14:16:10,1.00 GB/s,0 kB/s,67.2 kB/s,661 MB/s,0 kB/s,1.01 GB/s,661 MB/s,0 kB/s,60 kB/s,1.01 GB/s,0 kB/s,661 MB/s
2023-04-18 14:16:15,284 MB/s,0 kB/s,81.2 kB/s,305 MB/s,0 kB/s,295 MB/s,304 MB/s,0 kB/s,78.8 kB/s,297 MB/s,0 kB/s,304 MB/s
2023-04-18 14:16:20,1.22 GB/s,0 kB/s,42 kB/s,779 MB/s,0 kB/s,1.23 GB/s,779 MB/s,0 kB/s,30.4 kB/s,1.24 GB/s,0 kB/s,779 MB/s
2023-04-18 14:16:25,4.89 GB/s,0 kB/s,0 kB/s,3.03 GB/s,0 kB/s,4.89 GB/s,3.03 GB/s,0 kB/s,0 kB/s,4.90 GB/s,0 kB/s,3.03 GB/s
2023-04-18 14:16:30,1.36 GB/s,0 kB/s,125 kB/s,887 MB/s,0 kB/s,1.37 GB/s,887 MB/s,0 kB/s,593 kB/s,1.38 GB/s,0 kB/s,887 MB/s
2023-04-18 14:16:35,2.09 GB/s,0 kB/s,0 kB/s,1.36 GB/s,0 kB/s,2.10 GB/s,1.36 GB/s,0 kB/s,0 kB/s,2.10 GB/s,0 kB/s,1.36 GB/s
2023-04-18 14:16:40,2.08 GB/s,0 kB/s,11.6 kB/s,1.29 GB/s,0 kB/s,2.08 GB/s,1.29 GB/s,0 kB/s,10.8 kB/s,2.09 GB/s,0 kB/s,1.29 GB/s
2023-04-18 14:16:45,4.11 GB/s,0 kB/s,0 kB/s,2.54 GB/s,0 kB/s,4.12 GB/s,2.54 GB/s,0 kB/s,0 kB/s,4.12 GB/s,0 kB/s,2.54 GB/s
2023-04-18 14:16:50,2.02 GB/s,0 kB/s,0 kB/s,1.24 GB/s,0 kB/s,2.02 GB/s,1.24 GB/s,0 kB/s,0 kB/s,2.02 GB/s,0 kB/s,1.24 GB/s
2023-04-18 14:16:55,2.61 GB/s,0 kB/s,0 kB/s,1.95 GB/s,0 kB/s,2.61 GB/s,1.95 GB/s,0 kB/s,0 kB/s,2.61 GB/s,0 kB/s,1.95 GB/s
2023-04-18 14:17:00,1.71 GB/s,0 kB/s,0 kB/s,806 MB/s,0 kB/s,1.72 GB/s,806 MB/s,0 kB/s,0 kB/s,1.72 GB/s,0 kB/s,806 MB/s
2023-04-18 14:17:05,3.17 GB/s,0 kB/s,0 kB/s,1.99 GB/s,0 kB/s,3.17 GB/s,1.99 GB/s,0 kB/s,0 kB/s,3.17 GB/s,0 kB/s,1.99 GB/s
2023-04-18 14:17:10,1.19 GB/s,0 kB/s,89.6 kB/s,823 MB/s,0 kB/s,1.20 GB/s,823 MB/s,0 kB/s,70.8 kB/s,1.21 GB/s,0 kB/s,823 MB/s
2023-04-18 14:17:15,403 MB/s,0 kB/s,68 kB/s,867 MB/s,0 kB/s,413 MB/s,867 MB/s,0 kB/s,49.2 kB/s,415 MB/s,0 kB/s,867 MB/s
2023-04-18 14:17:20,2.16 GB/s,0 kB/s,22.4 kB/s,842 MB/s,0 kB/s,2.17 GB/s,842 MB/s,0 kB/s,10.8 kB/s,2.17 GB/s,0 kB/s,842 MB/s
2023-04-18 14:17:25,2.21 GB/s,0 kB/s,11.2 kB/s,1.38 GB/s,0 kB/s,2.21 GB/s,1.38 GB/s,0 kB/s,10.8 kB/s,2.22 GB/s,0 kB/s,1.38 GB/s
2023-04-18 14:17:30,2.28 GB/s,0 kB/s,0 kB/s,1.66 GB/s,0 kB/s,2.29 GB/s,1.66 GB/s,0 kB/s,0 kB/s,2.29 GB/s,0 kB/s,1.66 GB/s
2023-04-18 14:17:35,5.04 GB/s,0 kB/s,11.6 kB/s,3.65 GB/s,0 kB/s,5.06 GB/s,3.65 GB/s,0 kB/s,10.8 kB/s,5.06 GB/s,0 kB/s,3.65 GB/s
2023-04-18 14:17:40,8.16 GB/s,0 kB/s,0 kB/s,4.68 GB/s,0 kB/s,8.17 GB/s,4.68 GB/s,0 kB/s,0 kB/s,8.18 GB/s,0 kB/s,4.68 GB/s
2023-04-18 14:17:45,6.45 GB/s,0 kB/s,34 kB/s,4.58 GB/s,0 kB/s,6.47 GB/s,4.58 GB/s,0 kB/s,32.4 kB/s,6.47 GB/s,0 kB/s,4.58 GB/s
2023-04-18 14:17:50,2.42 GB/s,0 kB/s,34.4 kB/s,927 MB/s,0 kB/s,2.44 GB/s,926 MB/s,0 kB/s,19.2 kB/s,2.44 GB/s,0 kB/s,926 MB/s
2023-04-18 14:17:55,5.61 GB/s,0 kB/s,11.6 kB/s,3.92 GB/s,0 kB/s,5.62 GB/s,3.92 GB/s,0 kB/s,10.8 kB/s,5.63 GB/s,0 kB/s,3.92 GB/s
2023-04-18 14:18:00,11.3 GB/s,0 kB/s,11.6 kB/s,6.93 GB/s,0 kB/s,11.3 GB/s,6.93 GB/s,0 kB/s,10.8 kB/s,11.3 GB/s,0 kB/s,6.93 GB/s
2023-04-18 14:18:05,3.39 GB/s,0 kB/s,11.2 kB/s,2.34 GB/s,0 kB/s,3.40 GB/s,2.34 GB/s,0 kB/s,10.8 kB/s,3.40 GB/s,0 kB/s,2.34 GB/s
2023-04-18 14:18:10,9.82 GB/s,0 kB/s,67.2 kB/s,5.52 GB/s,0 kB/s,9.84 GB/s,5.52 GB/s,0 kB/s,60 kB/s,9.84 GB/s,0 kB/s,5.52 GB/s
2023-04-18 14:18:15,1.50 GB/s,0 kB/s,11.6 kB/s,1.12 GB/s,0 kB/s,1.51 GB/s,1.12 GB/s,0 kB/s,10.8 kB/s,1.51 GB/s,0 kB/s,1.12 GB/s
2023-04-18 14:18:20,447 MB/s,0 kB/s,0 kB/s,1.72 GB/s,0 kB/s,465 MB/s,1.72 GB/s,0 kB/s,0 kB/s,467 MB/s,0 kB/s,1.72 GB/s
2023-04-18 14:18:25,459 MB/s,0 kB/s,11.2 kB/s,1.83 GB/s,0 kB/s,474 MB/s,1.83 GB/s,0 kB/s,10.8 kB/s,476 MB/s,0 kB/s,1.83 GB/s
2023-04-18 14:18:30,2.33 GB/s,0 kB/s,113 kB/s,1.28 GB/s,0 kB/s,2.35 GB/s,1.28 GB/s,0 kB/s,580 kB/s,2.35 GB/s,0 kB/s,1.28 GB/s
2023-04-18 14:18:35,490 MB/s,0 kB/s,11.2 kB/s,771 MB/s,0 kB/s,503 MB/s,771 MB/s,0 kB/s,10.8 kB/s,505 MB/s,0 kB/s,771 MB/s
2023-04-18 14:18:40,8.66 GB/s,0 kB/s,0 kB/s,6.92 GB/s,0 kB/s,8.67 GB/s,6.92 GB/s,0 kB/s,0 kB/s,8.68 GB/s,0 kB/s,6.92 GB/s
2023-04-18 14:18:45,7.35 GB/s,0 kB/s,0 kB/s,3.61 GB/s,0 kB/s,7.37 GB/s,3.61 GB/s,0 kB/s,0 kB/s,7.38 GB/s,0 kB/s,3.61 GB/s
2023-04-18 14:18:50,4.78 GB/s,0 kB/s,0 kB/s,3.16 GB/s,0 kB/s,4.80 GB/s,3.16 GB/s,0 kB/s,0 kB/s,4.80 GB/s,0 kB/s,3.16 GB/s
2023-04-18 14:18:55,3.40 GB/s,0 kB/s,11.6 kB/s,2.80 GB/s,0 kB/s,3.42 GB/s,2.80 GB/s,0 kB/s,10.8 kB/s,3.42 GB/s,0 kB/s,2.80 GB/s
2023-04-18 14:19:00,2.43 GB/s,0 kB/s,11.2 kB/s,1.39 GB/s,0 kB/s,2.45 GB/s,1.39 GB/s,0 kB/s,10.8 kB/s,2.45 GB/s,0 kB/s,1.39 GB/s
2023-04-18 14:19:05,2.34 GB/s,0 kB/s,12 kB/s,3.45 GB/s,0 kB/s,2.36 GB/s,3.45 GB/s,0 kB/s,8.40 kB/s,2.36 GB/s,0 kB/s,3.45 GB/s
2023-04-18 14:19:10,347 MB/s,0 kB/s,78.8 kB/s,570 MB/s,0 kB/s,362 MB/s,570 MB/s,0 kB/s,70.8 kB/s,364 MB/s,0 kB/s,570 MB/s
2023-04-18 14:19:15,496 MB/s,0 kB/s,0 kB/s,984 MB/s,0 kB/s,510 MB/s,984 MB/s,0 kB/s,0 kB/s,512 MB/s,0 kB/s,984 MB/s
2023-04-18 14:19:20,6.42 GB/s,0 kB/s,11.6 kB/s,3.75 GB/s,0 kB/s,6.44 GB/s,3.75 GB/s,0 kB/s,10.8 kB/s,6.44 GB/s,0 kB/s,3.75 GB/s
2023-04-18 14:19:25,2.35 GB/s,0 kB/s,20.2 kB/s,2.66 GB/s,0 kB/s,2.36 GB/s,2.66 GB/s,0 kB/s,25.8 kB/s,2.37 GB/s,0 kB/s,2.66 GB/s
2023-04-18 14:19:30,4.52 GB/s,0 kB/s,0 kB/s,2.33 GB/s,0 kB/s,4.54 GB/s,2.33 GB/s,0 kB/s,0 kB/s,4.54 GB/s,0 kB/s,2.33 GB/s
2023-04-18 14:19:35,2.27 GB/s,0 kB/s,11.2 kB/s,2.56 GB/s,0 kB/s,2.29 GB/s,2.56 GB/s,0 kB/s,10.8 kB/s,2.29 GB/s,0 kB/s,2.56 GB/s
2023-04-18 14:19:40,7.42 GB/s,0 kB/s,0 kB/s,4.71 GB/s,0 kB/s,7.44 GB/s,4.71 GB/s,0 kB/s,0 kB/s,7.44 GB/s,0 kB/s,4.71 GB/s
2023-04-18 14:19:45,4.39 GB/s,0 kB/s,0 kB/s,2.76 GB/s,0 kB/s,4.41 GB/s,2.76 GB/s,0 kB/s,0 kB/s,4.41 GB/s,0 kB/s,2.76 GB/s
2023-04-18 14:19:50,7.03 GB/s,0 kB/s,11.6 kB/s,4.35 GB/s,0 kB/s,7.05 GB/s,4.35 GB/s,0 kB/s,10.8 kB/s,7.05 GB/s,0 kB/s,4.35 GB/s
2023-04-18 14:19:55,2.38 GB/s,0 kB/s,12 kB/s,1.68 GB/s,0 kB/s,2.40 GB/s,1.68 GB/s,0 kB/s,8.40 kB/s,2.40 GB/s,0 kB/s,1.68 GB/s
2023-04-18 14:20:00,6.35 GB/s,0 kB/s,11.6 kB/s,4.09 GB/s,0 kB/s,6.37 GB/s,4.09 GB/s,0 kB/s,10.8 kB/s,6.37 GB/s,0 kB/s,4.09 GB/s
2023-04-18 14:20:05,1.53 GB/s,0 kB/s,26.4 kB/s,1.45 GB/s,0 kB/s,1.54 GB/s,1.45 GB/s,0 kB/s,21.6 kB/s,1.54 GB/s,0 kB/s,1.45 GB/s
2023-04-18 14:20:10,3.31 GB/s,0 kB/s,33.6 kB/s,2.16 GB/s,0 kB/s,3.32 GB/s,2.16 GB/s,0 kB/s,30 kB/s,3.32 GB/s,0 kB/s,2.16 GB/s
2023-04-18 14:20:15,2.37 GB/s,0 kB/s,34.4 kB/s,1.55 GB/s,0 kB/s,2.39 GB/s,1.55 GB/s,0 kB/s,32.4 kB/s,2.39 GB/s,0 kB/s,1.55 GB/s
2023-04-18 14:20:20,2.19 GB/s,0 kB/s,12 kB/s,1.42 GB/s,0 kB/s,2.20 GB/s,1.42 GB/s,0 kB/s,8.40 kB/s,2.20 GB/s,0 kB/s,1.42 GB/s
2023-04-18 14:20:25,4.87 GB/s,0 kB/s,11.2 kB/s,3.00 GB/s,0 kB/s,4.88 GB/s,3.00 GB/s,0 kB/s,10.8 kB/s,4.88 GB/s,0 kB/s,3.00 GB/s
2023-04-18 14:20:30,4.90 GB/s,0 kB/s,113 kB/s,3.10 GB/s,0 kB/s,4.91 GB/s,3.10 GB/s,0 kB/s,585 kB/s,4.91 GB/s,0 kB/s,3.10 GB/s
2023-04-18 14:20:35,3.17 GB/s,0 kB/s,0 kB/s,1.96 GB/s,0 kB/s,3.18 GB/s,1.96 GB/s,0 kB/s,0 kB/s,3.18 GB/s,0 kB/s,1.96 GB/s
